"Date","Price","Open","High","Low","Vol.","Change %"
"16-07-2002","770.70","781.90","783.00","769.75","","-1.38%"
"15-07-2002","781.50","784.20","784.95","774.90","","-0.35%"
"12-07-2002","784.25","784.20","788.35","781.25","","0.65%"
"11-07-2002","779.20","787.55","787.85","778.05","","-1.25%"
"10-07-2002","789.10","797.90","800.40","788.40","","-0.94%"
"09-07-2002","796.60","798.75","799.75","796.00","","0.00%"
"08-07-2002","796.60","797.30","800.45","795.50","","0.70%"
"05-07-2002","791.10","790.65","793.95","787.30","","0.32%"
"04-07-2002","788.60","786.95","791.50","786.95","","0.51%"
"03-07-2002","784.60","783.15","788.00","782.05","","0.27%"
"02-07-2002","782.45","783.45","786.10","781.45","","-0.16%"
"01-07-2002","783.70","775.70","784.70","775.70","","1.40%"
"28-06-2002","772.85","775.40","775.50","769.80","","0.83%"
"27-06-2002","766.50","764.95","768.85","762.95","","0.86%"
"26-06-2002","759.95","770.20","770.20","759.25","","-1.32%"
"25-06-2002","770.15","774.10","776.00","766.15","","-0.42%"
"24-06-2002","773.40","774.20","775.80","770.65","","-0.14%"
"21-06-2002","774.45","776.75","780.10","772.60","","-0.61%"
"20-06-2002","779.20","773.40","781.20","771.20","","0.52%"
"19-06-2002","775.20","787.45","790.85","772.20","","-1.30%"
"18-06-2002","785.45","801.30","801.30","784.60","","-1.19%"
"17-06-2002","794.90","798.95","799.55","794.15","","0.52%"
"14-06-2002","790.75","787.90","792.80","787.00","","0.30%"
"13-06-2002","788.40","795.05","800.20","787.20","","-0.54%"
"12-06-2002","792.70","790.70","797.25","789.05","","0.01%"
"11-06-2002","792.65","776.30","793.95","776.30","","2.88%"
"10-06-2002","770.45","759.65","772.40","759.65","","2.10%"
"07-06-2002","754.60","762.90","762.90","752.10","","-1.72%"
"06-06-2002","767.80","775.20","776.45","761.05","","-0.37%"
"05-06-2002","770.65","763.15","772.85","762.15","","1.62%"
"04-06-2002","758.40","750.90","759.05","750.00","","0.97%"
"03-06-2002","751.10","743.85","754.85","743.85","","1.56%"
"31-05-2002","739.55","743.65","743.65","732.75","","-0.26%"
"30-05-2002","741.50","748.85","756.85","739.45","","-0.80%"
"29-05-2002","747.50","744.15","750.05","735.55","","0.73%"
"28-05-2002","742.10","755.60","758.05","740.50","","-2.71%"
"27-05-2002","762.75","764.15","769.60","754.05","","0.24%"
"24-05-2002","760.95","739.15","762.20","739.15","","4.44%"
"23-05-2002","728.60","737.05","738.90","727.05","","-1.15%"
"22-05-2002","737.10","732.65","740.30","726.50","","0.29%"
"21-05-2002","734.95","751.85","751.85","721.10","","-2.85%"
"20-05-2002","756.50","773.60","773.60","754.10","","-1.76%"
"17-05-2002","770.05","774.15","777.20","762.00","","-0.54%"
"16-05-2002","774.20","784.85","785.05","771.30","","-1.14%"
"15-05-2002","783.10","794.25","794.90","780.35","","-1.07%"
"14-05-2002","791.55","796.25","797.85","789.80","","-0.28%"
"13-05-2002","793.80","792.00","795.90","792.00","","0.36%"
"10-05-2002","790.95","798.35","799.00","787.65","","-1.08%"
"09-05-2002","799.55","797.15","803.80","796.80","","0.87%"
"08-05-2002","792.65","793.35","796.85","791.30","","0.43%"
"07-05-2002","789.25","782.95","789.70","781.80","","0.70%"
"06-05-2002","783.80","779.20","784.25","779.20","","0.65%"
"03-05-2002","778.75","777.60","780.25","775.50","","0.07%"
"02-05-2002","778.20","776.35","782.35","776.35","","0.89%"
"30-04-2002","771.30","763.75","772.00","763.75","","1.27%"
"29-04-2002","761.65","773.40","773.40","760.80","","-1.40%"
"26-04-2002","772.45","773.80","778.00","770.60","","0.16%"
"25-04-2002","771.20","782.80","783.05","768.65","","-1.25%"
"24-04-2002","780.95","782.70","783.00","778.35","","0.54%"
"23-04-2002","776.75","773.85","779.00","773.15","","0.32%"
"22-04-2002","774.30","773.65","776.20","765.25","","0.11%"
"19-04-2002","773.45","791.15","791.35","771.95","","-2.36%"
"18-04-2002","792.15","792.25","797.00","788.95","","0.44%"
"17-04-2002","788.70","790.75","795.50","787.60","","0.51%"
"16-04-2002","784.70","791.15","793.05","783.65","","-1.00%"
"15-04-2002","792.65","803.45","805.10","790.60","","-1.12%"
"12-04-2002","801.60","797.50","804.95","797.50","","0.30%"
"11-04-2002","799.20","797.50","802.95","797.50","","0.74%"
"10-04-2002","793.30","786.40","794.10","785.15","","0.94%"
"09-04-2002","785.90","790.30","792.20","782.15","","-0.46%"
"08-04-2002","789.50","796.95","798.40","788.70","","-0.42%"
"05-04-2002","792.80","796.55","798.35","791.70","","0.14%"
"04-04-2002","791.70","781.10","793.35","781.10","","1.82%"
"03-04-2002","777.55","781.90","782.65","776.35","","-0.81%"
"02-04-2002","783.90","786.75","793.00","781.90","","-0.28%"
"01-04-2002","786.10","780.40","788.50","779.95","","1.37%"
"28-03-2002","775.50","775.50","780.55","774.10","","0.62%"
"27-03-2002","770.70","770.30","777.30","769.30","","0.08%"
"26-03-2002","770.10","777.60","779.40","769.35","","-0.97%"
"22-03-2002","777.65","782.60","785.00","776.25","","-0.47%"
"21-03-2002","781.30","785.95","787.95","780.10","","-0.74%"
"20-03-2002","787.15","787.10","789.85","782.95","","0.19%"
"19-03-2002","785.65","798.75","799.75","784.65","","-1.55%"
"18-03-2002","798.05","799.30","806.10","795.10","","0.28%"
"15-03-2002","795.85","788.65","797.60","788.65","","1.11%"
"14-03-2002","787.15","784.25","789.75","783.35","","0.29%"
"13-03-2002","784.85","777.35","790.30","777.35","","0.70%"
"12-03-2002","779.40","791.95","791.95","776.45","","-1.53%"
"11-03-2002","791.50","806.70","806.70","789.75","","-1.48%"
"08-03-2002","803.35","809.30","809.30","801.05","","-0.43%"
"07-03-2002","806.85","800.50","806.85","799.50","","1.53%"
"06-03-2002","794.70","799.70","802.25","789.50","","-0.43%"
"05-03-2002","798.10","804.70","805.85","795.40","","0.11%"
"04-03-2002","797.20","805.30","805.65","792.35","","0.90%"
"01-03-2002","790.10","771.20","793.40","767.90","","2.93%"
"28-02-2002","767.60","804.20","809.25","764.45","","-4.23%"
"27-02-2002","801.50","808.20","815.35","799.45","","-0.60%"
"26-02-2002","806.30","790.40","806.60","790.40","","2.03%"
"25-02-2002","790.25","788.50","790.55","784.10","","0.27%"
"22-02-2002","788.15","778.20","789.35","778.15","","1.08%"
"21-02-2002","779.70","780.50","784.95","778.95","","0.59%"
"20-02-2002","775.10","778.70","781.20","772.40","","-1.03%"
"19-02-2002","783.20","796.40","796.85","781.30","","-1.33%"
"18-02-2002","793.75","794.00","796.40","784.10","","0.79%"
"15-02-2002","787.55","785.05","791.90","784.85","","0.83%"
"14-02-2002","781.05","776.00","781.15","775.25","","1.52%"
"13-02-2002","769.35","768.10","773.30","767.35","","0.40%"
"12-02-2002","766.30","771.95","774.20","762.60","","0.14%"
"11-02-2002","765.20","768.40","773.30","764.30","","0.88%"
"08-02-2002","758.50","748.90","761.35","748.90","","1.66%"
"07-02-2002","746.10","761.75","763.45","745.85","","-0.94%"
"06-02-2002","753.15","731.05","753.80","731.05","","4.05%"
"05-02-2002","723.80","718.90","724.50","717.70","","0.13%"
"04-02-2002","722.85","724.20","725.15","720.25","","0.52%"
"01-02-2002","719.10","718.70","725.15","718.70","","0.64%"
"31-01-2002","714.50","709.15","716.70","709.15","","1.05%"
"30-01-2002","707.10","706.10","707.40","702.40","","-0.58%"
"29-01-2002","711.20","711.10","713.20","708.75","","0.19%"
"28-01-2002","709.85","716.40","720.45","709.45","","-1.45%"
"25-01-2002","720.30","725.05","727.55","717.90","","0.38%"
"24-01-2002","717.55","725.05","727.55","716.45","","-0.47%"
"23-01-2002","720.95","722.25","726.05","720.80","","-0.18%"
"22-01-2002","722.25","724.05","727.25","721.60","","-0.16%"
"21-01-2002","723.40","720.00","728.25","720.00","","0.33%"
"18-01-2002","721.05","735.60","735.60","721.05","","-1.34%"
"17-01-2002","730.85","713.20","734.05","713.00","","1.06%"
"16-01-2002","723.15","726.05","727.80","716.75","","0.33%"
"15-01-2002","720.75","729.55","730.20","718.20","","-0.91%"
"14-01-2002","727.35","719.90","734.40","719.90","","2.44%"
"11-01-2002","710.05","717.10","721.75","699.55","","-1.16%"
"10-01-2002","718.40","721.95","726.70","718.10","","-0.97%"
"09-01-2002","725.45","738.10","741.15","723.55","","-1.43%"
"08-01-2002","736.00","733.95","739.70","729.05","","0.65%"
"07-01-2002","731.25","730.85","738.80","730.25","","0.52%"
"04-01-2002","727.50","718.70","729.50","718.70","","2.05%"
"03-01-2002","712.90","708.75","713.15","706.15","","1.19%"
"02-01-2002","704.50","699.75","706.80","698.55","","0.80%"
"01-01-2002","698.90","704.45","711.30","695.30","","-0.24%"
"31-12-2001","700.60","686.35","701.80","686.35","","2.62%"
"28-12-2001","682.70","670.10","683.95","663.95","","2.06%"
"27-12-2001","668.90","683.30","685.20","666.95","","-1.88%"
"26-12-2001","681.75","694.70","702.20","681.75","","-2.20%"
"24-12-2001","697.10","686.00","697.10","677.95","","0.56%"
"21-12-2001","693.25","698.45","698.45","685.90","","-1.53%"
"20-12-2001","704.00","700.95","705.10","692.65","","0.45%"
"19-12-2001","700.85","720.05","720.05","700.25","","-2.04%"
"18-12-2001","715.45","729.65","731.25","711.55","","-1.13%"
"14-12-2001","723.65","726.45","726.45","719.90","","-0.79%"
"13-12-2001","729.40","740.05","744.65","711.75","","-1.36%"
"12-12-2001","739.45","742.10","748.95","736.75","","0.26%"
"11-12-2001","737.50","740.70","751.15","736.45","","-0.63%"
"10-12-2001","742.20","745.00","750.65","740.70","","-0.08%"
"07-12-2001","742.80","740.95","747.20","738.70","","0.77%"
"06-12-2001","737.15","748.35","760.75","735.50","","-0.12%"
"05-12-2001","738.00","726.35","740.70","726.35","","2.66%"
"04-12-2001","718.90","706.55","718.90","706.55","","1.91%"
"03-12-2001","705.45","702.60","708.85","701.75","","0.32%"
"29-11-2001","703.20","701.00","703.20","695.25","","-0.16%"
"28-11-2001","704.30","709.95","712.95","701.20","","-0.81%"
"27-11-2001","710.05","720.55","722.50","707.90","","-0.16%"
"26-11-2001","711.20","698.70","712.25","698.70","","2.72%"
"23-11-2001","692.35","697.05","703.80","691.05","","-0.40%"
"22-11-2001","695.15","689.70","704.45","689.70","","0.77%"
"21-11-2001","689.85","682.20","690.85","680.15","","1.11%"
"20-11-2001","682.30","691.90","700.50","679.95","","-1.14%"
"19-11-2001","690.15","673.25","695.35","673.25","","3.06%"
"15-11-2001","669.65","656.30","669.65","654.35","","2.33%"
"14-11-2001","654.40","647.85","654.90","647.85","","1.00%"
"13-11-2001","647.90","650.30","651.95","642.75","","-0.48%"
"12-11-2001","651.05","647.55","652.40","646.85","","0.74%"
"09-11-2001","646.25","644.75","647.85","643.75","","0.61%"
"08-11-2001","642.35","637.55","642.90","635.05","","1.05%"
"07-11-2001","635.65","647.80","651.35","634.65","","-1.20%"
"06-11-2001","643.40","638.30","646.60","638.30","","1.52%"
"05-11-2001","633.75","635.85","639.30","631.95","","0.14%"
"02-11-2001","632.85","636.55","642.75","632.35","","-0.06%"
"01-11-2001","633.20","627.25","635.30","626.15","","1.77%"
"31-10-2001","622.20","615.25","624.35","614.20","","0.77%"
"30-10-2001","617.45","622.60","622.60","616.50","","-1.70%"
"29-10-2001","628.15","633.65","637.05","626.95","","-0.13%"
"25-10-2001","628.95","634.55","635.10","626.40","","-0.59%"
"24-10-2001","632.70","637.30","637.85","629.45","","-0.20%"
"23-10-2001","633.95","629.20","633.95","629.20","","1.61%"
"22-10-2001","623.90","623.05","633.85","622.80","","0.53%"
"19-10-2001","620.60","616.20","622.25","616.20","","0.85%"
"18-10-2001","615.35","619.65","623.85","614.90","","-1.72%"
"17-10-2001","626.15","619.40","627.95","619.40","","1.87%"
"16-10-2001","614.65","606.10","615.30","606.10","","1.38%"
"15-10-2001","606.30","602.30","607.70","601.55","","0.16%"
"12-10-2001","605.35","605.90","612.50","604.20","","0.49%"
"11-10-2001","602.40","600.20","605.35","600.20","","1.54%"
"10-10-2001","593.25","581.25","594.30","581.25","","2.73%"
"09-10-2001","577.50","573.40","579.35","573.40","","1.06%"
"08-10-2001","571.45","567.25","573.45","560.40","","-1.53%"
"05-10-2001","580.30","577.05","580.65","574.20","","0.29%"
"04-10-2001","578.60","576.25","581.25","575.15","","1.77%"
"03-10-2001","568.55","579.90","581.80","568.40","","-1.89%"
"01-10-2001","579.50","584.20","585.65","577.45","","-0.69%"
"28-09-2001","583.55","568.65","589.05","568.65","","2.71%"
"27-09-2001","568.15","565.35","570.20","561.40","","0.47%"
"26-09-2001","565.50","554.35","565.90","554.00","","2.17%"
"25-09-2001","553.50","569.65","576.10","553.45","","-1.27%"
"24-09-2001","560.60","547.75","563.20","547.75","","2.70%"
"21-09-2001","545.85","555.15","556.65","541.80","","-4.30%"
"20-09-2001","570.40","570.70","570.70","551.80","","-1.06%"
"19-09-2001","576.50","578.20","582.15","576.45","","0.40%"
"18-09-2001","574.20","555.65","584.40","555.65","","3.23%"
"17-09-2001","556.25","576.60","576.60","550.05","","-6.59%"
"14-09-2001","595.50","632.50","632.50","582.05","","-5.80%"
"13-09-2001","632.15","639.20","644.35","631.15","","-1.33%"
"12-09-2001","640.65","626.30","641.35","624.45","","-3.81%"
"11-09-2001","666.05","668.15","671.75","663.75","","-0.27%"
"10-09-2001","667.85","669.05","673.25","667.85","","-0.51%"
"07-09-2001","671.30","665.65","672.15","662.85","","0.21%"
"06-09-2001","669.90","675.80","676.30","666.85","","-0.87%"
"05-09-2001","675.75","678.65","680.00","674.00","","-1.10%"
"04-09-2001","683.30","679.40","685.05","676.85","","0.54%"
"03-09-2001","679.60","686.85","688.80","678.30","","-0.67%"
"31-08-2001","684.20","695.10","695.10","684.20","","-1.57%"
"30-08-2001","695.10","695.05","697.85","692.80","","-0.08%"
"29-08-2001","695.65","694.85","697.80","694.45","","-0.31%"
"28-08-2001","697.80","699.10","701.40","695.70","","-0.17%"
"27-08-2001","699.00","698.00","701.70","698.00","","0.64%"
"24-08-2001","694.55","693.40","694.95","690.80","","0.40%"
"23-08-2001","691.75","690.40","693.20","690.30","","0.20%"
"21-08-2001","690.35","689.90","693.10","689.90","","0.03%"
"20-08-2001","690.15","689.55","690.15","686.60","","-0.25%"
"17-08-2001","691.90","699.40","701.85","691.30","","-0.91%"
"16-08-2001","698.25","694.80","700.85","694.80","","0.43%"
"14-08-2001","695.25","688.10","696.55","688.10","","1.16%"
"13-08-2001","687.25","692.95","693.75","685.95","","-0.59%"
"10-08-2001","691.35","695.05","698.15","690.65","","-0.48%"
"09-08-2001","694.65","694.40","695.30","691.00","","-0.21%"
"08-08-2001","696.10","693.65","698.65","693.65","","-0.33%"
"07-08-2001","698.40","702.10","704.70","698.35","","-0.56%"
"06-08-2001","702.30","701.10","707.30","701.10","","0.04%"
"03-08-2001","702.00","698.45","704.15","698.45","","0.66%"
"02-08-2001","697.40","694.20","697.90","693.00","","0.59%"
"01-08-2001","693.30","697.30","699.10","691.15","","-0.54%"
"31-07-2001","697.05","687.90","697.05","684.25","","1.43%"
"30-07-2001","687.20","681.25","687.80","681.25","","0.84%"
"27-07-2001","681.45","681.25","685.95","679.45","","-0.04%"
"26-07-2001","681.75","688.55","688.55","679.80","","-0.89%"
"25-07-2001","687.85","693.35","693.50","686.65","","-1.14%"
"24-07-2001","695.80","695.80","697.55","693.05","","-0.71%"
"23-07-2001","700.80","702.45","702.45","695.95","","-0.62%"
"20-07-2001","705.15","713.55","714.50","703.00","","-0.84%"
"19-07-2001","711.15","713.00","713.00","705.75","","-0.79%"
"18-07-2001","716.80","718.05","720.80","713.65","","-0.10%"
"17-07-2001","717.50","713.65","718.20","711.40","","-0.26%"
"16-07-2001","719.40","719.40","726.50","717.25","","0.06%"
"13-07-2001","719.00","729.80","733.25","717.70","","-0.67%"
"12-07-2001","723.85","708.95","723.85","708.95","","2.43%"
"11-07-2001","706.70","698.60","706.95","698.40","","1.20%"
"10-07-2001","698.35","695.45","703.25","695.45","","1.03%"
"09-07-2001","691.20","689.05","693.55","687.35","","-0.74%"
"06-07-2001","696.35","694.55","696.45","691.90","","-0.38%"
"05-07-2001","699.00","705.15","705.15","698.15","","-0.43%"
"04-07-2001","702.00","702.45","704.65","693.65","","0.10%"
"03-07-2001","701.30","710.75","710.80","701.00","","-2.50%"
"02-07-2001","719.25","727.75","731.80","718.75","","-0.91%"
"29-06-2001","725.85","718.70","731.85","715.85","","1.17%"
"28-06-2001","717.45","719.20","723.25","714.85","","-0.28%"
"27-06-2001","719.50","718.05","727.55","712.45","","0.35%"
"26-06-2001","717.00","694.60","721.15","692.15","","2.53%"
"25-06-2001","699.30","717.10","717.10","698.30","","-3.32%"
"22-06-2001","723.35","733.95","733.95","719.90","","-1.41%"
"21-06-2001","733.70","736.35","738.30","730.50","","-0.31%"
"20-06-2001","735.95","740.70","740.70","730.40","","-0.54%"
"19-06-2001","739.95","730.90","739.95","726.85","","1.11%"
"18-06-2001","731.85","733.10","733.10","717.05","","-0.73%"
"15-06-2001","737.20","748.60","748.60","733.80","","-2.23%"
"14-06-2001","754.00","763.90","765.65","752.90","","-1.61%"
"13-06-2001","766.30","766.30","770.80","765.35","","0.26%"
"12-06-2001","764.30","762.05","765.20","758.45","","-0.07%"
"11-06-2001","764.85","764.20","768.35","760.05","","0.06%"
"08-06-2001","764.40","755.20","764.70","754.90","","1.33%"
"07-06-2001","754.40","755.50","755.75","739.20","","-0.18%"
"06-06-2001","755.75","755.55","764.60","754.10","","0.53%"
"05-06-2001","751.80","758.25","763.00","746.40","","-1.07%"
"04-06-2001","759.95","781.95","782.25","759.05","","-2.53%"
"01-06-2001","779.70","791.95","795.50","778.25","","-1.43%"
"31-05-2001","791.00","790.35","791.00","779.30","","-0.67%"
"30-05-2001","796.35","816.05","819.80","795.65","","-2.28%"
"29-05-2001","814.95","812.40","816.90","812.40","","0.53%"
"28-05-2001","810.65","799.35","811.95","798.85","","1.56%"
"25-05-2001","798.20","803.20","804.20","793.00","","-0.19%"
"24-05-2001","799.70","798.40","807.60","797.20","","-0.01%"
"23-05-2001","799.75","790.90","801.70","790.90","","1.11%"
"22-05-2001","790.95","790.65","793.40","788.00","","0.72%"
"21-05-2001","785.30","787.60","793.65","785.30","","-0.20%"
"18-05-2001","786.90","789.50","793.20","784.00","","-0.08%"
"17-05-2001","787.50","775.55","787.95","775.55","","2.33%"
"16-05-2001","769.55","766.90","776.55","766.90","","0.65%"
"15-05-2001","764.55","761.75","764.90","731.70","","0.24%"
"14-05-2001","762.70","761.55","765.45","756.50","","-0.01%"
"11-05-2001","762.75","764.40","766.60","757.95","","-0.40%"
"10-05-2001","765.85","766.05","770.15","761.05","","-0.07%"
"09-05-2001","766.40","781.55","782.40","766.40","","-1.59%"
"08-05-2001","778.80","768.00","778.80","767.95","","1.49%"
"07-05-2001","767.35","764.60","771.00","763.60","","1.22%"
"04-05-2001","758.10","744.70","759.15","744.70","","1.02%"
"03-05-2001","750.45","754.80","759.50","745.70","","-0.37%"
"02-05-2001","753.20","756.75","767.35","752.40","","0.94%"
"30-04-2001","746.20","725.75","746.20","722.25","","3.07%"
"27-04-2001","724.00","735.70","735.70","715.55","","-4.48%"
"26-04-2001","757.95","777.35","779.50","757.65","","-1.28%"
"25-04-2001","767.80","765.05","776.40","761.50","","0.52%"
"24-04-2001","763.85","750.65","764.05","745.85","","1.22%"
"23-04-2001","754.65","752.60","765.00","750.30","","0.07%"
"20-04-2001","754.15","758.30","760.55","740.50","","0.82%"
"19-04-2001","748.05","750.00","769.20","736.90","","2.33%"
"18-04-2001","731.05","699.70","731.20","699.70","","4.61%"
"17-04-2001","698.85","677.50","702.30","677.25","","2.58%"
"16-04-2001","681.30","660.55","681.30","651.80","","2.82%"
"12-04-2001","662.60","682.25","682.25","645.70","","-3.47%"
"11-04-2001","686.45","721.90","721.90","682.30","","-4.05%"
"10-04-2001","715.45","733.10","733.10","708.10","","-2.30%"
"09-04-2001","732.30","733.40","737.65","724.85","","-0.29%"
"06-04-2001","734.40","753.75","762.60","732.70","","-0.51%"
"04-04-2001","738.20","735.90","740.65","728.05","","-1.24%"
"03-04-2001","747.50","734.95","751.00","733.65","","1.07%"
"02-04-2001","739.60","733.05","741.20","712.80","","-1.94%"
"30-03-2001","754.20","778.60","779.30","751.50","","-3.70%"
"29-03-2001","783.15","786.00","793.65","778.35","","-1.45%"
"28-03-2001","794.65","785.00","797.55","785.00","","2.67%"
"27-03-2001","773.95","761.30","778.70","759.60","","1.56%"
"26-03-2001","762.05","760.45","763.95","750.65","","-0.03%"
"23-03-2001","762.25","786.40","786.55","749.70","","-2.24%"
"22-03-2001","779.70","793.20","801.40","779.45","","-2.20%"
"21-03-2001","797.20","772.65","797.20","764.40","","2.54%"
"20-03-2001","777.45","788.40","792.00","769.60","","-1.39%"
"19-03-2001","788.40","790.00","798.45","779.50","","-0.39%"
"16-03-2001","791.45","797.85","819.60","783.50","","-1.99%"
"15-03-2001","807.55","776.40","809.00","773.35","","3.20%"
"14-03-2001","782.50","739.15","788.30","739.15","","4.49%"
"13-03-2001","748.90","762.90","800.10","731.40","","-6.68%"
"12-03-2001","802.50","840.00","847.70","800.85","","-5.87%"
"09-03-2001","852.55","856.00","857.85","833.75","","-4.00%"
"08-03-2001","888.10","894.25","903.80","882.35","","-0.39%"
"07-03-2001","891.60","897.60","903.70","859.65","","1.46%"
"05-03-2001","878.80","896.30","908.30","865.15","","-2.93%"
"02-03-2001","905.30","950.65","969.80","901.45","","-4.73%"
"01-03-2001","950.20","950.60","981.95","941.50","","-0.22%"
"28-02-2001","952.30","913.35","962.10","905.00","","4.21%"
"27-02-2001","913.85","933.85","940.85","901.70","","-2.14%"
"26-02-2001","933.80","937.14","943.62","922.37","","-0.32%"
"23-02-2001","936.80","968.00","972.55","936.30","","-3.22%"
"22-02-2001","967.95","982.00","982.00","949.60","","-1.44%"
"21-02-2001","982.05","993.55","995.20","976.30","","-1.16%"
"20-02-2001","993.55","996.15","999.50","989.50","","-0.26%"
"19-02-2001","996.15","993.05","1,002.00","982.00","","0.32%"
"16-02-2001","992.95","1,022.20","1,028.45","990.40","","-2.86%"
"15-02-2001","1,022.15","1,008.65","1,025.50","1,008.65","","1.34%"
"14-02-2001","1,008.65","1,008.45","1,011.95","998.65","","0.02%"
"13-02-2001","1,008.45","1,019.60","1,025.80","1,005.90","","-1.09%"
"12-02-2001","1,019.60","1,016.80","1,024.00","1,011.65","","0.28%"
"09-02-2001","1,016.80","1,008.80","1,026.20","1,008.80","","0.80%"
"08-02-2001","1,008.75","989.55","1,009.80","984.75","","1.94%"
"07-02-2001","989.60","997.00","1,002.95","987.95","","-0.73%"
"06-02-2001","996.85","990.85","1,001.75","990.85","","0.61%"
"05-02-2001","990.85","984.85","997.55","982.20","","0.60%"
"02-02-2001","984.90","965.95","990.95","965.70","","1.96%"
"01-02-2001","965.95","981.15","981.15","955.80","","-1.55%"
"31-01-2001","981.20","989.95","999.70","979.55","","-0.60%"
"30-01-2001","987.15","959.90","988.10","959.90","","2.84%"
"29-01-2001","959.85","985.55","985.55","944.70","","-2.61%"
"25-01-2001","985.55","984.85","988.25","972.40","","0.07%"
"24-01-2001","984.85","973.90","985.25","973.25","","1.12%"
"23-01-2001","973.90","971.30","978.00","968.40","","0.27%"
"22-01-2001","971.30","963.55","974.15","963.55","","0.81%"
"19-01-2001","963.50","938.10","964.90","938.10","","2.71%"
"18-01-2001","938.05","928.30","938.80","928.30","","1.05%"
"17-01-2001","928.30","928.20","936.95","923.05","","0.30%"
"16-01-2001","925.55","923.85","931.40","919.90","","0.19%"
"15-01-2001","923.75","925.10","929.40","915.35","","-0.14%"
"12-01-2001","925.05","919.65","933.10","917.45","","0.59%"
"11-01-2001","919.65","932.70","940.05","918.00","","-1.39%"
"10-01-2001","932.65","944.45","955.90","931.95","","-1.25%"
"09-01-2001","944.45","940.50","953.05","937.85","","0.41%"
"08-01-2001","940.55","962.75","964.65","937.45","","-2.31%"
"05-01-2001","962.75","946.70","964.50","946.25","","1.69%"
"04-01-2001","946.75","929.10","963.40","929.10","","1.90%"
"03-01-2001","929.10","921.85","930.55","910.70","","0.77%"
"02-01-2001","922.00","907.75","922.50","902.20","","1.57%"
"01-01-2001","907.75","912.85","922.05","903.00","","-0.56%"
"29-12-2000","912.85","899.00","913.60","891.45","","1.54%"
"28-12-2000","899.00","886.45","899.70","886.45","","1.42%"
"27-12-2000","886.40","865.35","888.55","861.60","","2.44%"
"26-12-2000","865.30","890.55","895.90","859.65","","-2.84%"
"22-12-2000","890.55","929.40","938.65","888.50","","-4.17%"
"21-12-2000","929.30","942.45","942.45","912.10","","-1.41%"
"20-12-2000","942.55","951.80","952.30","934.70","","-0.87%"
"19-12-2000","950.80","963.10","966.60","947.70","","-1.27%"
"18-12-2000","963.05","958.80","968.75","944.15","","0.34%"
"15-12-2000","959.75","994.95","994.95","955.70","","-3.55%"
"14-12-2000","995.10","1,006.55","1,013.20","993.10","","-1.14%"
"13-12-2000","1,006.55","987.60","1,008.35","987.60","","1.92%"
"12-12-2000","987.55","987.45","995.20","984.80","","0.02%"
"11-12-2000","987.40","973.80","988.45","973.80","","1.40%"
"08-12-2000","973.80","960.25","975.55","960.25","","1.45%"
"07-12-2000","959.90","954.90","964.05","952.05","","0.54%"
"06-12-2000","954.75","947.20","973.50","947.20","","0.81%"
"05-12-2000","947.10","933.90","949.55","933.90","","1.41%"
"04-12-2000","933.90","936.25","946.30","933.25","","-0.25%"
"01-12-2000","936.25","920.90","938.20","914.25","","1.67%"
"30-11-2000","920.90","924.90","928.25","919.20","","-0.43%"
"29-11-2000","924.90","925.40","932.90","915.10","","-0.08%"
"28-11-2000","925.65","918.75","929.40","914.05","","0.76%"
"27-11-2000","918.70","894.80","918.75","894.80","","2.68%"
"24-11-2000","894.75","888.60","895.75","888.55","","0.69%"
"23-11-2000","888.60","888.15","890.90","877.70","","0.03%"
"22-11-2000","888.35","900.00","907.95","888.10","","-1.29%"
"21-11-2000","899.95","898.90","900.50","889.15","","0.11%"
"20-11-2000","899.00","892.85","903.00","890.25","","0.69%"
"17-11-2000","892.85","892.30","894.90","880.20","","0.06%"
"16-11-2000","892.35","896.75","903.95","888.10","","-0.49%"
"15-11-2000","896.75","891.25","913.20","891.25","","0.64%"
"14-11-2000","891.05","863.15","894.35","862.35","","3.23%"
"13-11-2000","863.20","892.70","892.70","861.10","","-3.32%"
"10-11-2000","892.85","912.10","913.35","890.30","","-2.11%"
"09-11-2000","912.10","913.00","916.65","904.95","","-0.13%"
"08-11-2000","913.25","894.85","917.15","894.85","","2.05%"
"07-11-2000","894.90","889.60","895.55","885.00","","0.54%"
"06-11-2000","890.05","892.25","904.60","887.35","","-0.25%"
"03-11-2000","892.25","879.55","896.40","879.55","","1.45%"
"02-11-2000","879.50","866.90","880.15","865.85","","1.50%"
"01-11-2000","866.50","853.15","870.15","853.15","","1.82%"
"31-10-2000","851.05","842.55","851.70","832.80","","1.01%"
"30-10-2000","842.50","854.15","857.50","839.80","","-1.35%"
"27-10-2000","854.05","854.85","858.50","846.15","","-0.09%"
"26-10-2000","854.80","851.05","854.95","844.75","","0.43%"
"25-10-2000","851.10","825.60","853.75","825.55","","3.10%"
"24-10-2000","825.50","817.95","825.65","809.45","","0.83%"
"23-10-2000","818.70","844.75","847.00","817.90","","-3.06%"
"20-10-2000","844.50","841.55","864.75","841.55","","0.36%"
"19-10-2000","841.45","808.85","842.05","791.35","","4.01%"
"18-10-2000","809.00","825.30","825.30","798.75","","-1.96%"
"17-10-2000","825.20","842.65","842.65","814.60","","-2.12%"
"16-10-2000","843.10","840.40","875.20","840.40","","0.32%"
"13-10-2000","840.40","864.85","864.85","834.85","","-2.85%"
"12-10-2000","865.05","858.00","867.15","844.20","","0.82%"
