"Date","Price","Open","High","Low","Vol.","Change %"
"14-11-2006","3,216.85","3,233.60","3,236.80","3,206.25","","0.05%"
"13-11-2006","3,215.40","3,195.55","3,217.10","3,192.45","","0.90%"
"10-11-2006","3,186.70","3,164.75","3,190.80","3,152.15","","0.97%"
"09-11-2006","3,156.20","3,156.55","3,167.45","3,139.20","","0.47%"
"08-11-2006","3,141.40","3,170.65","3,177.15","3,110.15","","-0.81%"
"07-11-2006","3,167.05","3,196.10","3,196.10","3,162.30","","-0.19%"
"06-11-2006","3,173.05","3,165.05","3,178.90","3,159.20","","0.37%"
"03-11-2006","3,161.40","3,156.80","3,163.10","3,137.45","","0.35%"
"02-11-2006","3,150.40","3,131.25","3,159.40","3,129.65","","0.64%"
"01-11-2006","3,130.45","3,130.90","3,135.20","3,113.55","","0.51%"
"31-10-2006","3,114.55","3,143.40","3,145.20","3,100.50","","-0.51%"
"30-10-2006","3,130.65","3,109.10","3,133.90","3,102.00","","0.62%"
"27-10-2006","3,111.30","3,082.85","3,114.10","3,082.85","","1.53%"
"26-10-2006","3,064.45","3,053.40","3,069.55","3,048.75","","0.54%"
"23-10-2006","3,048.05","3,075.90","3,075.90","3,044.35","","-0.71%"
"21-10-2006","3,069.90","3,076.10","3,081.75","3,066.55","","0.42%"
"20-10-2006","3,057.05","3,065.85","3,082.70","3,049.45","","0.19%"
"19-10-2006","3,051.35","3,088.50","3,088.90","3,035.30","","-0.80%"
"18-10-2006","3,076.05","3,076.30","3,088.70","3,072.20","","-0.06%"
"17-10-2006","3,077.85","3,101.75","3,101.75","3,065.75","","-0.40%"
"16-10-2006","3,090.25","3,078.00","3,099.60","3,077.45","","0.83%"
"13-10-2006","3,064.90","3,063.05","3,069.75","3,057.15","","1.07%"
"12-10-2006","3,032.60","2,996.70","3,036.40","2,983.45","","1.51%"
"11-10-2006","2,987.40","3,026.60","3,037.10","2,977.15","","-0.67%"
"10-10-2006","3,007.55","3,019.90","3,031.45","3,000.95","","0.13%"
"09-10-2006","3,003.75","2,988.05","3,018.40","2,978.55","","0.04%"
"06-10-2006","3,002.65","3,005.90","3,011.60","2,993.50","","0.31%"
"05-10-2006","2,993.35","2,951.15","2,998.50","2,951.15","","1.51%"
"04-10-2006","2,948.80","2,994.35","2,997.60","2,943.25","","-1.21%"
"03-10-2006","2,985.00","2,994.55","3,005.85","2,978.45","","-0.11%"
"29-09-2006","2,988.25","2,978.05","2,994.25","2,971.85","","0.77%"
"28-09-2006","2,965.50","2,971.35","2,973.10","2,955.05","","0.07%"
"27-09-2006","2,963.40","2,970.85","2,976.75","2,954.95","","0.43%"
"26-09-2006","2,950.80","2,935.10","2,953.25","2,917.05","","1.05%"
"25-09-2006","2,920.00","2,942.15","2,943.65","2,914.55","","-0.50%"
"22-09-2006","2,934.65","2,929.85","2,952.95","2,920.50","","-0.35%"
"21-09-2006","2,945.10","2,929.40","2,947.75","2,929.40","","1.20%"
"20-09-2006","2,910.20","2,856.75","2,914.10","2,852.50","","1.09%"
"19-09-2006","2,878.90","2,920.70","2,927.70","2,864.60","","-1.12%"
"18-09-2006","2,911.60","2,913.85","2,922.45","2,906.15","","0.44%"
"15-09-2006","2,898.90","2,896.35","2,906.50","2,867.55","","0.14%"
"14-09-2006","2,894.75","2,898.00","2,904.90","2,880.20","","0.58%"
"13-09-2006","2,878.10","2,855.15","2,888.00","2,852.55","","2.04%"
"12-09-2006","2,820.45","2,800.45","2,823.25","2,765.15","","0.92%"
"11-09-2006","2,794.80","2,894.35","2,894.35","2,784.90","","-3.10%"
"08-09-2006","2,884.30","2,874.85","2,889.80","2,865.00","","0.63%"
"07-09-2006","2,866.30","2,867.25","2,880.85","2,854.15","","-0.57%"
"06-09-2006","2,882.85","2,876.70","2,892.75","2,872.30","","0.38%"
"05-09-2006","2,871.90","2,873.80","2,877.35","2,858.90","","0.21%"
"04-09-2006","2,865.95","2,846.35","2,869.85","2,846.35","","1.33%"
"01-09-2006","2,828.30","2,810.55","2,830.10","2,801.85","","0.72%"
"31-08-2006","2,807.95","2,840.50","2,842.15","2,802.90","","-0.64%"
"30-08-2006","2,825.90","2,837.20","2,837.20","2,810.30","","-0.02%"
"29-08-2006","2,826.45","2,826.85","2,834.95","2,822.05","","0.70%"
"28-08-2006","2,806.85","2,794.35","2,809.65","2,792.30","","0.47%"
"25-08-2006","2,793.70","2,792.75","2,805.05","2,785.30","","0.64%"
"24-08-2006","2,776.05","2,731.00","2,781.50","2,724.75","","0.93%"
"23-08-2006","2,750.45","2,774.40","2,781.70","2,743.00","","-0.91%"
"22-08-2006","2,775.75","2,780.05","2,808.05","2,767.65","","-0.15%"
"21-08-2006","2,779.85","2,768.40","2,782.85","2,753.10","","0.45%"
"18-08-2006","2,767.40","2,767.10","2,774.50","2,753.25","","0.26%"
"17-08-2006","2,760.25","2,790.65","2,791.85","2,740.90","","-0.29%"
"16-08-2006","2,768.25","2,763.20","2,783.95","2,763.20","","1.40%"
"14-08-2006","2,730.10","2,711.60","2,732.80","2,708.95","","1.39%"
"11-08-2006","2,692.65","2,687.20","2,703.90","2,665.05","","0.69%"
"10-08-2006","2,674.10","2,657.50","2,679.00","2,648.80","","0.67%"
"09-08-2006","2,656.25","2,611.65","2,663.15","2,609.55","","1.37%"
"08-08-2006","2,620.35","2,584.40","2,621.50","2,584.40","","1.70%"
"07-08-2006","2,576.50","2,576.80","2,590.90","2,569.20","","-0.46%"
"04-08-2006","2,588.35","2,607.85","2,624.65","2,576.65","","-0.49%"
"03-08-2006","2,601.20","2,605.35","2,635.00","2,591.55","","0.33%"
"02-08-2006","2,592.70","2,556.60","2,596.35","2,556.60","","1.29%"
"01-08-2006","2,559.65","2,553.95","2,570.35","2,536.85","","-0.11%"
"31-07-2006","2,562.55","2,575.90","2,588.75","2,556.20","","0.67%"
"28-07-2006","2,545.60","2,551.75","2,566.60","2,530.25","","-0.14%"
"27-07-2006","2,549.25","2,537.05","2,554.40","2,518.80","","1.31%"
"26-07-2006","2,516.40","2,468.40","2,524.00","2,453.50","","2.20%"
"25-07-2006","2,462.30","2,431.45","2,466.20","2,431.45","","2.14%"
"24-07-2006","2,410.70","2,366.45","2,417.55","2,334.75","","0.79%"
"21-07-2006","2,391.85","2,437.45","2,438.45","2,381.05","","-2.60%"
"20-07-2006","2,455.65","2,449.00","2,468.20","2,434.95","","2.64%"
"19-07-2006","2,392.40","2,468.40","2,478.05","2,383.05","","-2.35%"
"18-07-2006","2,450.00","2,481.50","2,488.65","2,433.60","","-0.86%"
"17-07-2006","2,471.35","2,545.50","2,545.50","2,466.65","","-3.47%"
"14-07-2006","2,560.15","2,546.30","2,566.85","2,533.40","","-1.18%"
"13-07-2006","2,590.70","2,600.55","2,610.60","2,577.65","","-0.62%"
"12-07-2006","2,606.90","2,539.80","2,609.90","2,529.75","","1.84%"
"11-07-2006","2,559.85","2,572.45","2,577.30","2,547.80","","-0.55%"
"10-07-2006","2,573.90","2,536.30","2,579.05","2,525.90","","1.56%"
"07-07-2006","2,534.25","2,610.05","2,623.25","2,522.75","","-2.22%"
"06-07-2006","2,591.80","2,587.65","2,611.35","2,580.20","","-0.96%"
"05-07-2006","2,616.85","2,565.30","2,619.20","2,564.00","","1.66%"
"04-07-2006","2,574.10","2,593.40","2,600.70","2,568.00","","-0.12%"
"03-07-2006","2,577.20","2,580.55","2,582.55","2,557.45","","0.57%"
"30-06-2006","2,562.50","2,512.85","2,565.45","2,512.85","","4.03%"
"29-06-2006","2,463.25","2,486.50","2,498.25","2,455.65","","0.42%"
"28-06-2006","2,452.85","2,413.15","2,469.75","2,411.95","","-0.15%"
"27-06-2006","2,456.65","2,453.10","2,471.95","2,401.05","","0.63%"
"26-06-2006","2,441.20","2,546.30","2,546.30","2,431.25","","-3.88%"
"25-06-2006","2,539.85","2,558.25","2,560.95","2,531.15","","0.41%"
"23-06-2006","2,529.45","2,486.95","2,540.10","2,453.55","","1.04%"
"22-06-2006","2,503.50","2,491.75","2,521.45","2,491.75","","2.48%"
"21-06-2006","2,442.95","2,384.55","2,446.70","2,378.50","","2.26%"
"20-06-2006","2,388.85","2,397.10","2,406.45","2,363.55","","-1.23%"
"19-06-2006","2,418.70","2,394.25","2,429.10","2,358.30","","1.36%"
"16-06-2006","2,386.25","2,362.00","2,439.50","2,362.00","","3.78%"
"15-06-2006","2,299.25","2,213.50","2,307.55","2,200.70","","6.25%"
"14-06-2006","2,163.95","2,226.25","2,282.55","2,137.80","","-1.70%"
"13-06-2006","2,201.40","2,246.80","2,246.80","2,184.90","","-4.73%"
"12-06-2006","2,310.80","2,372.85","2,379.45","2,302.05","","-2.76%"
"09-06-2006","2,376.30","2,236.80","2,382.95","2,236.80","","5.67%"
"08-06-2006","2,248.80","2,354.55","2,354.55","2,209.30","","-5.71%"
"07-06-2006","2,384.90","2,463.20","2,491.55","2,352.55","","-4.10%"
"06-06-2006","2,486.75","2,488.95","2,536.55","2,472.10","","-2.84%"
"05-06-2006","2,559.55","2,627.50","2,638.20","2,555.55","","-2.15%"
"02-06-2006","2,615.75","2,554.35","2,620.70","2,511.90","","2.64%"
"01-06-2006","2,548.35","2,665.75","2,680.20","2,531.50","","-3.30%"
"31-05-2006","2,635.25","2,636.35","2,653.95","2,556.85","","-3.18%"
"30-05-2006","2,721.80","2,747.65","2,767.25","2,711.10","","-0.58%"
"29-05-2006","2,737.55","2,725.20","2,769.75","2,719.65","","0.41%"
"26-05-2006","2,726.45","2,724.00","2,773.15","2,705.85","","1.56%"
"25-05-2006","2,684.60","2,625.30","2,697.65","2,591.70","","0.83%"
"24-05-2006","2,662.55","2,736.55","2,765.50","2,648.10","","-1.84%"
"23-05-2006","2,712.35","2,612.60","2,721.95","2,538.15","","3.87%"
"22-05-2006","2,611.30","2,794.70","2,794.70","2,439.60","","-5.65%"
"19-05-2006","2,767.75","2,960.30","2,960.30","2,740.05","","-4.20%"
"18-05-2006","2,889.05","3,061.10","3,061.10","2,874.10","","-6.80%"
"17-05-2006","3,099.80","3,054.80","3,104.70","3,054.75","","2.92%"
"16-05-2006","3,011.85","3,010.90","3,024.90","2,881.80","","0.13%"
"15-05-2006","3,007.80","3,120.15","3,128.85","2,993.45","","-3.98%"
"12-05-2006","3,132.35","3,137.50","3,168.80","3,120.65","","-1.15%"
"11-05-2006","3,168.65","3,223.15","3,223.15","3,159.20","","-1.25%"
"10-05-2006","3,208.85","3,194.90","3,212.40","3,192.40","","0.95%"
"09-05-2006","3,178.80","3,177.95","3,182.90","3,134.55","","0.49%"
"08-05-2006","3,163.25","3,166.80","3,176.60","3,156.70","","0.64%"
"05-05-2006","3,143.10","3,140.15","3,157.20","3,125.70","","0.32%"
"04-05-2006","3,133.20","3,139.00","3,155.90","3,113.55","","0.29%"
"03-05-2006","3,124.20","3,100.15","3,127.80","3,084.70","","0.76%"
"02-05-2006","3,100.70","3,093.70","3,112.00","3,089.80","","1.17%"
"29-04-2006","3,064.70","3,037.40","3,068.55","3,037.40","","1.68%"
"28-04-2006","3,014.10","2,911.45","3,021.35","2,868.25","","0.29%"
"27-04-2006","3,005.35","3,048.90","3,071.45","2,996.75","","-0.89%"
"26-04-2006","3,032.20","2,967.40","3,037.10","2,959.85","","2.43%"
"25-04-2006","2,960.30","3,024.10","3,024.10","2,954.05","","-2.14%"
"24-04-2006","3,024.90","3,036.60","3,045.75","3,016.60","","-0.32%"
"21-04-2006","3,034.75","3,049.30","3,052.65","2,996.65","","-0.12%"
"20-04-2006","3,038.30","3,032.75","3,040.70","3,015.25","","0.68%"
"19-04-2006","3,017.65","3,030.95","3,044.45","2,994.85","","0.39%"
"18-04-2006","3,005.85","2,973.70","3,007.65","2,973.70","","2.10%"
"17-04-2006","2,943.90","2,924.50","2,949.25","2,911.55","","2.06%"
"13-04-2006","2,884.40","2,927.20","2,927.20","2,826.80","","-1.36%"
"12-04-2006","2,924.25","2,996.10","3,007.10","2,914.30","","-2.34%"
"10-04-2006","2,994.30","2,983.75","2,998.70","2,962.50","","0.56%"
"07-04-2006","2,977.50","3,048.95","3,055.40","2,969.55","","-1.48%"
"05-04-2006","3,022.30","3,008.10","3,023.45","2,999.10","","0.98%"
"04-04-2006","2,993.00","2,988.55","3,004.10","2,968.60","","0.64%"
"03-04-2006","2,974.10","2,918.60","2,977.20","2,918.60","","2.19%"
"31-03-2006","2,910.35","2,903.65","2,923.15","2,884.95","","0.32%"
"30-03-2006","2,901.15","2,875.35","2,909.10","2,875.35","","1.28%"
"29-03-2006","2,864.40","2,854.95","2,866.95","2,848.60","","0.71%"
"28-03-2006","2,844.15","2,861.30","2,868.55","2,839.75","","-0.27%"
"27-03-2006","2,851.75","2,828.10","2,855.95","2,828.10","","1.07%"
"24-03-2006","2,821.55","2,803.95","2,824.35","2,801.10","","0.88%"
"23-03-2006","2,796.90","2,802.00","2,810.85","2,781.70","","0.27%"
"22-03-2006","2,789.30","2,805.40","2,812.35","2,776.30","","-0.72%"
"21-03-2006","2,809.40","2,809.80","2,833.20","2,798.05","","-0.11%"
"20-03-2006","2,812.50","2,807.95","2,813.95","2,801.10","","0.80%"
"17-03-2006","2,790.05","2,802.30","2,807.95","2,784.90","","0.03%"
"16-03-2006","2,789.35","2,785.25","2,791.45","2,777.55","","0.66%"
"14-03-2006","2,771.15","2,788.00","2,796.40","2,764.80","","-0.32%"
"13-03-2006","2,780.00","2,776.95","2,797.05","2,774.10","","0.51%"
"10-03-2006","2,765.85","2,744.25","2,771.30","2,744.25","","1.43%"
"09-03-2006","2,726.75","2,719.55","2,728.75","2,680.50","","0.43%"
"08-03-2006","2,715.00","2,769.95","2,775.90","2,710.20","","-1.89%"
"07-03-2006","2,767.20","2,763.70","2,771.15","2,752.60","","0.22%"
"06-03-2006","2,761.05","2,731.50","2,762.70","2,731.50","","1.35%"
"03-03-2006","2,724.25","2,730.90","2,738.75","2,712.65","","0.08%"
"02-03-2006","2,722.00","2,715.10","2,735.25","2,708.80","","0.87%"
"01-03-2006","2,698.60","2,655.00","2,700.85","2,652.45","","1.49%"
"28-02-2006","2,658.95","2,673.75","2,675.40","2,622.60","","-0.07%"
"27-02-2006","2,660.70","2,646.95","2,662.75","2,646.95","","0.60%"
"24-02-2006","2,644.95","2,648.25","2,655.00","2,635.20","","0.18%"
"23-02-2006","2,640.15","2,642.50","2,656.30","2,638.20","","0.16%"
"22-02-2006","2,635.85","2,625.60","2,639.40","2,621.25","","0.58%"
"21-02-2006","2,620.65","2,608.15","2,625.65","2,608.15","","0.83%"
"20-02-2006","2,598.95","2,594.10","2,601.45","2,563.35","","0.21%"
"17-02-2006","2,593.55","2,637.85","2,643.65","2,589.85","","-1.40%"
"16-02-2006","2,630.25","2,633.55","2,643.10","2,622.65","","0.21%"
"15-02-2006","2,624.85","2,636.30","2,642.65","2,607.55","","0.26%"
"14-02-2006","2,618.00","2,642.55","2,646.10","2,612.20","","-0.63%"
"13-02-2006","2,634.60","2,624.10","2,635.70","2,617.90","","0.50%"
"10-02-2006","2,621.40","2,612.95","2,623.70","2,611.60","","0.70%"
"08-02-2006","2,603.25","2,600.50","2,608.50","2,583.35","","-0.08%"
"07-02-2006","2,605.35","2,599.10","2,609.55","2,584.25","","0.65%"
"06-02-2006","2,588.65","2,553.55","2,593.60","2,546.10","","1.51%"
"03-02-2006","2,550.20","2,553.20","2,563.95","2,543.55","","-0.37%"
"02-02-2006","2,559.55","2,573.80","2,581.50","2,548.95","","-0.04%"
"01-02-2006","2,560.55","2,593.00","2,594.50","2,552.40","","-0.98%"
"31-01-2006","2,585.95","2,580.30","2,592.65","2,578.20","","0.61%"
"30-01-2006","2,570.15","2,598.60","2,604.15","2,563.80","","-0.67%"
"27-01-2006","2,587.50","2,557.95","2,591.10","2,557.95","","1.53%"
"25-01-2006","2,548.60","2,543.00","2,559.10","2,533.00","","0.64%"
"24-01-2006","2,532.50","2,532.00","2,542.15","2,526.05","","0.59%"
"23-01-2006","2,517.75","2,516.20","2,527.70","2,510.30","","-0.45%"
"20-01-2006","2,529.10","2,515.00","2,537.85","2,514.35","","0.91%"
"19-01-2006","2,506.30","2,472.95","2,508.70","2,472.95","","2.06%"
"18-01-2006","2,455.75","2,452.45","2,469.20","2,438.45","","-0.72%"
"17-01-2006","2,473.65","2,493.65","2,507.75","2,468.25","","-0.50%"
"16-01-2006","2,486.15","2,502.70","2,503.60","2,481.35","","-0.66%"
"13-01-2006","2,502.75","2,506.60","2,528.00","2,499.65","","0.03%"
"12-01-2006","2,502.05","2,491.75","2,514.45","2,480.05","","-0.40%"
"10-01-2006","2,512.05","2,540.25","2,540.25","2,508.00","","-1.12%"
"09-01-2006","2,540.40","2,547.65","2,550.40","2,531.55","","0.12%"
"06-01-2006","2,537.30","2,534.30","2,545.40","2,510.10","","0.47%"
"05-01-2006","2,525.40","2,527.65","2,531.55","2,507.70","","0.11%"
"04-01-2006","2,522.55","2,514.55","2,525.95","2,508.45","","0.80%"
"03-01-2006","2,502.55","2,471.80","2,504.35","2,466.70","","1.55%"
"02-01-2006","2,464.25","2,465.15","2,473.70","2,456.50","","0.21%"
"30-12-2005","2,459.20","2,442.05","2,465.00","2,436.95","","0.77%"
"29-12-2005","2,440.30","2,429.55","2,444.20","2,424.35","","0.75%"
"28-12-2005","2,422.05","2,426.55","2,440.05","2,411.25","","-0.11%"
"27-12-2005","2,424.65","2,369.45","2,428.50","2,362.75","","1.99%"
"26-12-2005","2,377.25","2,418.20","2,418.20","2,372.00","","-2.01%"
"23-12-2005","2,426.10","2,462.10","2,468.60","2,422.15","","-1.15%"
"22-12-2005","2,454.35","2,454.75","2,461.85","2,440.65","","0.36%"
"21-12-2005","2,445.50","2,452.75","2,463.80","2,427.90","","-0.06%"
"20-12-2005","2,446.85","2,455.40","2,461.40","2,437.65","","-0.24%"
"19-12-2005","2,452.65","2,431.60","2,454.00","2,431.60","","1.12%"
"16-12-2005","2,425.40","2,413.10","2,427.65","2,396.80","","1.01%"
"15-12-2005","2,401.20","2,437.30","2,438.40","2,390.90","","-1.01%"
"14-12-2005","2,425.70","2,432.05","2,441.10","2,411.40","","-0.09%"
"13-12-2005","2,427.90","2,403.65","2,429.20","2,396.40","","1.06%"
"12-12-2005","2,402.50","2,393.90","2,410.85","2,392.70","","0.70%"
"09-12-2005","2,385.85","2,355.15","2,388.05","2,355.15","","1.49%"
"08-12-2005","2,350.90","2,348.00","2,353.65","2,329.95","","0.48%"
"07-12-2005","2,339.75","2,321.50","2,341.75","2,321.50","","0.92%"
"06-12-2005","2,318.45","2,322.80","2,340.45","2,307.95","","-0.05%"
"05-12-2005","2,319.70","2,354.20","2,354.30","2,315.10","","-1.09%"
"02-12-2005","2,345.15","2,358.45","2,366.95","2,340.70","","0.12%"
"01-12-2005","2,342.30","2,314.05","2,345.40","2,299.25","","1.57%"
"30-11-2005","2,306.15","2,345.55","2,362.85","2,302.40","","-1.31%"
"29-11-2005","2,336.80","2,345.95","2,346.80","2,322.30","","-0.43%"
"28-11-2005","2,346.85","2,327.80","2,350.50","2,327.80","","1.07%"
"26-11-2005","2,321.95","2,306.40","2,323.85","2,306.40","","0.92%"
"25-11-2005","2,300.70","2,275.25","2,302.70","2,275.25","","1.14%"
"24-11-2005","2,274.70","2,269.45","2,280.35","2,268.10","","0.85%"
"23-11-2005","2,255.50","2,237.80","2,257.95","2,234.05","","0.97%"
"22-11-2005","2,233.90","2,248.40","2,264.25","2,230.30","","-0.95%"
"21-11-2005","2,255.25","2,267.30","2,275.85","2,250.15","","-0.61%"
"18-11-2005","2,269.00","2,265.85","2,283.65","2,263.05","","0.42%"
"17-11-2005","2,259.55","2,231.90","2,262.95","2,231.85","","0.64%"
"16-11-2005","2,245.25","2,236.50","2,247.60","2,231.00","","0.81%"
"14-11-2005","2,227.15","2,235.60","2,243.85","2,209.65","","0.31%"
"11-11-2005","2,220.20","2,189.95","2,221.40","2,189.95","","1.97%"
"10-11-2005","2,177.25","2,174.75","2,181.05","2,164.45","","0.49%"
"09-11-2005","2,166.60","2,178.60","2,196.50","2,158.25","","-0.29%"
"08-11-2005","2,173.00","2,151.10","2,182.70","2,149.55","","1.45%"
"07-11-2005","2,141.95","2,111.55","2,143.50","2,104.15","","1.69%"
"02-11-2005","2,106.40","2,084.55","2,109.15","2,066.25","","1.04%"
"01-11-2005","2,084.65","2,096.65","2,096.65","2,079.45","","0.81%"
"31-10-2005","2,067.80","2,035.90","2,069.25","2,031.75","","2.26%"
"28-10-2005","2,022.15","2,052.80","2,052.80","2,016.00","","-1.46%"
"27-10-2005","2,052.05","2,098.20","2,103.00","2,044.00","","-2.20%"
"26-10-2005","2,098.20","2,110.05","2,119.15","2,095.10","","-0.49%"
"25-10-2005","2,108.50","2,105.50","2,125.55","2,088.70","","0.79%"
"24-10-2005","2,092.05","2,131.85","2,131.85","2,087.35","","-1.29%"
"21-10-2005","2,119.45","2,092.95","2,122.45","2,070.85","","1.64%"
"20-10-2005","2,085.15","2,112.75","2,145.90","2,059.85","","-0.97%"
"19-10-2005","2,105.65","2,141.45","2,141.45","2,094.50","","-2.42%"
"18-10-2005","2,157.90","2,178.40","2,201.90","2,144.60","","-0.68%"
"17-10-2005","2,172.60","2,189.60","2,189.85","2,154.90","","-0.39%"
"14-10-2005","2,181.05","2,229.15","2,229.50","2,176.45","","-2.03%"
"13-10-2005","2,226.25","2,254.40","2,267.45","2,220.15","","-1.67%"
"11-10-2005","2,264.00","2,266.85","2,267.35","2,224.70","","0.46%"
"10-10-2005","2,253.60","2,272.90","2,279.25","2,249.35","","-0.46%"
"07-10-2005","2,264.10","2,268.35","2,293.05","2,244.30","","-0.26%"
"06-10-2005","2,270.05","2,284.90","2,299.80","2,264.50","","-1.87%"
"05-10-2005","2,313.25","2,331.35","2,333.10","2,307.90","","-0.62%"
"04-10-2005","2,327.75","2,300.05","2,330.00","2,300.05","","1.23%"
"03-10-2005","2,299.45","2,282.50","2,302.15","2,282.50","","1.12%"
"30-09-2005","2,274.00","2,284.10","2,284.90","2,242.85","","-0.34%"
"29-09-2005","2,281.75","2,289.55","2,302.30","2,275.55","","0.06%"
"28-09-2005","2,280.35","2,261.30","2,282.40","2,250.65","","0.93%"
"27-09-2005","2,259.35","2,246.25","2,274.80","2,241.30","","0.62%"
"26-09-2005","2,245.40","2,195.75","2,247.50","2,195.75","","3.25%"
"23-09-2005","2,174.65","2,183.55","2,196.60","2,146.35","","0.35%"
"22-09-2005","2,167.10","2,258.65","2,258.70","2,159.75","","-4.12%"
"21-09-2005","2,260.25","2,277.60","2,278.05","2,195.30","","-0.80%"
"20-09-2005","2,278.45","2,274.25","2,282.15","2,254.65","","0.15%"
"19-09-2005","2,275.00","2,262.80","2,278.40","2,260.10","","0.75%"
"16-09-2005","2,258.15","2,244.75","2,260.40","2,234.15","","0.96%"
"15-09-2005","2,236.65","2,218.50","2,237.95","2,218.50","","1.14%"
"14-09-2005","2,211.40","2,220.50","2,235.85","2,197.15","","-0.43%"
"13-09-2005","2,220.85","2,208.40","2,221.65","2,201.70","","0.69%"
"12-09-2005","2,205.70","2,186.95","2,206.85","2,186.95","","1.22%"
"09-09-2005","2,179.15","2,181.95","2,183.35","2,170.95","","-0.02%"
"08-09-2005","2,179.50","2,167.30","2,180.75","2,167.30","","0.83%"
"06-09-2005","2,161.50","2,160.95","2,169.25","2,152.65","","0.17%"
"05-09-2005","2,157.75","2,153.50","2,171.10","2,153.50","","0.32%"
"02-09-2005","2,150.90","2,145.85","2,155.50","2,134.45","","0.34%"
"01-09-2005","2,143.60","2,134.55","2,149.40","2,134.55","","0.81%"
"31-08-2005","2,126.35","2,111.60","2,127.75","2,108.55","","0.76%"
"30-08-2005","2,110.40","2,085.45","2,113.25","2,085.45","","1.32%"
"29-08-2005","2,083.00","2,091.30","2,091.30","2,062.35","","-0.57%"
"26-08-2005","2,094.90","2,086.35","2,101.55","2,081.00","","0.70%"
"25-08-2005","2,080.35","2,059.00","2,082.55","2,058.80","","1.16%"
"24-08-2005","2,056.40","2,067.35","2,071.45","2,038.70","","-0.48%"
"23-08-2005","2,066.25","2,105.15","2,110.60","2,062.45","","-1.81%"
"22-08-2005","2,104.30","2,117.95","2,133.65","2,094.55","","-0.58%"
"19-08-2005","2,116.50","2,122.70","2,136.05","2,113.15","","-0.13%"
"18-08-2005","2,119.15","2,132.90","2,149.35","2,113.35","","-0.49%"
"17-08-2005","2,129.60","2,102.75","2,131.40","2,098.55","","1.23%"
"16-08-2005","2,103.65","2,097.30","2,108.60","2,092.30","","0.50%"
"12-08-2005","2,093.20","2,109.50","2,110.15","2,088.45","","-0.48%"
"11-08-2005","2,103.20","2,095.90","2,108.45","2,085.75","","0.80%"
"10-08-2005","2,086.45","2,062.20","2,088.55","2,060.15","","1.73%"
"09-08-2005","2,051.00","2,061.80","2,070.05","2,039.35","","-0.21%"
"08-08-2005","2,055.40","2,093.40","2,095.15","2,051.45","","-1.47%"
"05-08-2005","2,086.00","2,090.50","2,095.35","2,081.40","","0.11%"
"04-08-2005","2,083.65","2,083.95","2,087.40","2,071.45","","0.50%"
"03-08-2005","2,073.35","2,086.75","2,092.55","2,066.30","","-0.01%"
"02-08-2005","2,073.50","2,042.50","2,075.15","2,042.50","","1.66%"
"01-08-2005","2,039.60","2,027.50","2,040.80","2,012.35","","0.60%"
"29-07-2005","2,027.40","2,013.50","2,044.70","2,013.50","","-0.54%"
"27-07-2005","2,038.35","2,029.35","2,041.35","2,021.25","","0.47%"
"26-07-2005","2,028.80","2,032.25","2,032.25","2,014.45","","0.04%"
"25-07-2005","2,027.95","2,017.15","2,029.40","2,014.95","","1.02%"
"22-07-2005","2,007.40","1,970.75","2,008.85","1,970.75","","1.41%"
"21-07-2005","1,979.45","1,998.75","2,000.35","1,971.25","","-0.52%"
"20-07-2005","1,989.70","1,991.40","1,996.80","1,986.65","","0.37%"
"19-07-2005","1,982.30","1,985.85","1,988.50","1,974.60","","0.28%"
"18-07-2005","1,976.75","1,968.85","1,979.20","1,965.40","","1.11%"
"15-07-2005","1,955.05","1,944.70","1,956.75","1,933.65","","1.11%"
"14-07-2005","1,933.60","1,948.95","1,949.35","1,929.55","","-0.47%"
"13-07-2005","1,942.80","1,956.35","1,960.90","1,939.80","","-0.30%"
"12-07-2005","1,948.55","1,941.90","1,958.65","1,925.65","","0.18%"
"11-07-2005","1,945.00","1,932.25","1,948.75","1,932.25","","1.07%"
"08-07-2005","1,924.40","1,917.05","1,929.10","1,908.15","","1.12%"
"07-07-2005","1,903.05","1,940.50","1,944.30","1,896.95","","-1.87%"
"06-07-2005","1,939.30","1,928.75","1,941.75","1,926.40","","1.11%"
"05-07-2005","1,917.95","1,933.75","1,941.10","1,913.30","","-0.80%"
"04-07-2005","1,933.35","1,913.10","1,933.90","1,913.10","","1.10%"
"01-07-2005","1,912.35","1,900.85","1,915.30","1,895.40","","0.32%"
"30-06-2005","1,906.20","1,897.35","1,912.15","1,897.35","","0.71%"
"29-06-2005","1,892.85","1,880.80","1,894.10","1,872.05","","0.91%"
"28-06-2005","1,875.80","1,906.95","1,908.30","1,873.80","","-1.44%"
"27-06-2005","1,903.30","1,898.55","1,919.55","1,898.55","","0.10%"
"24-06-2005","1,901.35","1,881.95","1,907.80","1,877.55","","0.56%"
"23-06-2005","1,890.80","1,893.10","1,896.15","1,882.45","","0.09%"
"22-06-2005","1,889.05","1,882.35","1,896.45","1,882.35","","0.62%"
"21-06-2005","1,877.50","1,864.55","1,878.70","1,857.90","","0.85%"
"20-06-2005","1,861.65","1,871.25","1,872.65","1,857.85","","0.38%"
"17-06-2005","1,854.60","1,866.70","1,866.70","1,842.75","","-0.44%"
"16-06-2005","1,862.75","1,879.95","1,881.15","1,860.70","","-0.64%"
