"Date","Price","Open","High","Low","Vol.","Change %"
"19-04-2021","8,065.50","8,085.65","8,105.00","7,950.45","24.69B","-2.40%"
"16-04-2021","8,263.60","8,212.70","8,291.95","8,186.45","25.49B","1.13%"
"15-04-2021","8,171.00","8,162.60","8,226.65","8,076.85","26.14B","-0.19%"
"13-04-2021","8,186.25","8,108.25","8,261.45","8,101.50","24.65B","1.26%"
"12-04-2021","8,084.15","8,422.80","8,428.65","8,024.05","29.54B","-5.55%"
"09-04-2021","8,559.10","8,536.40","8,587.15","8,513.00","31.53B","0.47%"
"08-04-2021","8,519.10","8,468.10","8,564.05","8,465.55","37.60B","1.24%"
"07-04-2021","8,414.35","8,301.55","8,426.90","8,298.10","35.22B","1.71%"
"06-04-2021","8,272.50","8,211.40","8,281.25","8,145.40","28.90B","1.35%"
"05-04-2021","8,162.00","8,278.50","8,283.80","8,059.55","25.57B","-1.46%"
"01-04-2021","8,282.55","8,183.65","8,289.85","8,182.85","25.17B","2.09%"
"31-03-2021","8,113.15","8,111.65","8,146.00","8,087.75","19.20B","0.37%"
"30-03-2021","8,083.55","8,068.35","8,097.40","8,009.60","23.34B","1.26%"
"26-03-2021","7,982.65","7,991.45","8,028.55","7,943.60","22.35B","1.16%"
"25-03-2021","7,891.35","8,086.50","8,094.15","7,827.60","23.01B","-2.16%"
"24-03-2021","8,065.80","8,212.10","8,247.05","8,053.50","22.25B","-2.11%"
"23-03-2021","8,239.45","8,244.05","8,279.90","8,214.90","21.32B","0.36%"
"22-03-2021","8,209.65","8,244.90","8,277.65","8,167.25","25.23B","0.03%"
"19-03-2021","8,206.90","8,089.15","8,244.25","7,889.15","33.13B","0.70%"
"18-03-2021","8,149.45","8,335.70","8,394.05","8,071.50","26.27B","-1.28%"
"17-03-2021","8,255.15","8,463.65","8,483.45","8,234.30","29.44B","-2.21%"
"16-03-2021","8,441.40","8,451.20","8,479.35","8,406.30","35.55B","0.30%"
"15-03-2021","8,416.10","8,530.35","8,536.15","8,341.05","30.43B","-0.79%"
"12-03-2021","8,482.90","8,515.45","8,556.75","8,418.20","35.67B","0.52%"
"10-03-2021","8,439.35","8,392.20","8,446.05","8,362.60","36.24B","1.39%"
"09-03-2021","8,323.90","8,480.25","8,507.35","8,270.80","38.66B","-0.98%"
"08-03-2021","8,405.90","8,447.50","8,494.15","8,390.55","32.12B","0.45%"
"05-03-2021","8,367.85","8,506.05","8,568.60","8,320.65","38.11B","-1.55%"
"04-03-2021","8,499.35","8,347.55","8,529.55","8,325.25","50.17B","1.17%"
"03-03-2021","8,400.75","8,394.55","8,444.60","8,383.70","46.38B","0.99%"
"02-03-2021","8,318.25","8,291.20","8,325.35","8,244.85","51.50B","1.24%"
"01-03-2021","8,216.55","8,144.50","8,229.05","8,119.55","50.35B","2.07%"
"26-02-2021","8,049.70","8,045.15","8,138.95","7,991.55","52.27B","-1.21%"
"25-02-2021","8,148.50","8,104.55","8,158.55","8,089.05","42.85B","1.43%"
"24-02-2021","8,033.95","8,002.35","8,056.20","7,979.00","16.93B","0.94%"
